education_node_id,textbook_id,deleted_at
2427,15,
2548,12,
1667,18,
342,18,
2678,13,
1738,12,
453,13,
118,13,
345,13,
331,13,
921,14,
1968,14,
